,Unnamed: 0,title,all_tags,type
25,25,Titanic,shipwreck iceberg ship panic titanic Kate Winslet Leonardo DiCaprio Frances Fisher Billy Zane Kathy Bates Drama Romance Thriller James Cameron,movie
26,26,Captain America: Civil War,civil war war marvel comic sequel superhero Chris Evans Robert Downey Jr. Scarlett Johansson Sebastian Stan Anthony Mackie Adventure Action Science Fiction Anthony Russo,movie
27,27,Battleship,fight u.s. navy mind reading hong kong soccer Taylor Kitsch Alexander Skarsg\u00e5rd Rihanna Brooklyn Decker Tadanobu Asano Thriller Action Adventure Science Fiction Peter Berg,movie
28,28,Jurassic World,monster dna tyrannosaurus rex velociraptor island Chris Pratt Bryce Dallas Howard Irrfan Khan Vincent D'Onofrio Nick Robinson Action Adventure Science Fiction Thriller Colin Trevorrow,movie
29,29,Skyfall,spy secret agent sociopath killer art gallery Daniel Craig Judi Dench Javier Bardem Ralph Fiennes Naomie Harris Action Adventure Thriller Sam Mendes,movie
30,30,Spider-Man 2,dual identity love of one's life pizza boy marvel comic sequel Tobey Maguire Kirsten Dunst James Franco Alfred Molina Rosemary Harris Action Adventure Fantasy Sam Raimi,movie
31,31,Iron Man 3,terrorist war on terror tennessee malibu marvel comic Robert Downey Jr. Gwyneth Paltrow Don Cheadle Guy Pearce Rebecca Hall Action Adventure Science Fiction Shane Black,movie
32,32,Alice in Wonderland,based on novel fictional place queen fantasy alice in wonderland Mia Wasikowska Johnny Depp Anne Hathaway Helena Bonham Carter Crispin Glover Family Fantasy Adventure Tim Burton,movie
33,33,X-Men: The Last Stand,mutant marvel comic based on comic book superhuman beast Hugh Jackman Halle Berry Ian McKellen Patrick Stewart Famke Janssen Adventure Action Science Fiction Thriller Brett Ratner,movie
34,34,Monsters University,monster dormitory games animation best friend Billy Crystal John Goodman Steve Buscemi Helen Mirren Noah Johnston Animation Family Dan Scanlon,movie
35,35,Transformers: Revenge of the Fallen,egypt sun chaos symbol artifact Shia LaBeouf Megan Fox Josh Duhamel Rainn Wilson Tyrese Gibson Science Fiction Action Adventure Michael Bay,movie
36,36,Transformers: Age of Extinction,sequel alien transformers giant robot robot Mark Wahlberg Stanley Tucci Kelsey Grammer Nicola Peltz Jack Reynor Science Fiction Action Adventure Michael Bay,movie
37,37,Oz: The Great and Powerful,circus witch magic hope illusion James Franco Mila Kunis Rachel Weisz Michelle Williams Zach Braff Fantasy Adventure Family Sam Raimi,movie
38,38,The Amazing Spider-Man 2,obsession marvel comic sequel based on comic book electrocution Andrew Garfield Emma Stone Jamie Foxx Dane DeHaan Campbell Scott Action Adventure Fantasy Marc Webb,movie
39,39,TRON: Legacy,artificial intelligence secret identity computer program dystopia computer Garrett Hedlund Jeff Bridges Olivia Wilde Bruce Boxleitner Yaya DaCosta Adventure Action Science Fiction Joseph Kosinski,movie
40,40,Cars 2,car race sequel comedy anthropomorphism best friend Owen Wilson Larry the Cable Guy Michael Caine Emily Mortimer John Turturro Animation Family Adventure Comedy John Lasseter,movie
41,41,Green Lantern,dc comics transformation superhero alien alien infection Ryan Reynolds Blake Lively Peter Sarsgaard Tim Robbins Mark Strong Adventure Action Thriller Science Fiction Martin Campbell,movie
42,42,Toy Story 3,hostage college toy barbie animation Tom Hanks Tim Allen Ned Beatty Joan Cusack Michael Keaton Animation Family Comedy Lee Unkrich,movie
43,43,Terminator Salvation,saving the world artificial intelligence prophecy san francisco cyborg Christian Bale Sam Worthington Anton Yelchin Moon Bloodgood Bryce Dallas Howard Action Science Fiction Thriller McG,movie
44,44,Furious 7,car race speed revenge suspense car Vin Diesel Paul Walker Dwayne Johnson Michelle Rodriguez Tyrese Gibson Action James Wan,movie
45,45,World War Z,dystopia apocalypse zombie nuclear weapons multiple perspectives Brad Pitt Mireille Enos Abigail Hargrove Sterling Jerins James Badge Dale Action Drama Horror Science Fiction Thriller Marc Forster,movie
46,46,X-Men: Days of Future Past,1970s mutant time travel marvel comic based on comic book Hugh Jackman James McAvoy Michael Fassbender Jennifer Lawrence Halle Berry Action Adventure Fantasy Science Fiction Bryan Singer,movie
47,47,Star Trek Into Darkness,spacecraft friendship sequel futuristic space Chris Pine Zachary Quinto Zoe Saldana Karl Urban Simon Pegg Action Adventure Science Fiction J.J. Abrams,movie
48,48,Jack the Giant Slayer,based on fairy tale giant Nicholas Hoult Eleanor Tomlinson Ewan McGregor Stanley Tucci Ian McShane Action Family Fantasy Bryan Singer,movie
49,49,The Great Gatsby,based on novel infidelity obsession hope 3d Leonardo DiCaprio Tobey Maguire Carey Mulligan Joel Edgerton Elizabeth Debicki Drama Romance Baz Luhrmann,movie
50,50,Prince of Persia: The Sands of Time,persia sandstorm brother against brother armageddon regent Jake Gyllenhaal Gemma Arterton Ben Kingsley Alfred Molina Steve Toussaint Adventure Fantasy Action Romance Mike Newell,movie
51,51,Pacific Rim,dystopia giant robot giant monster apocalypse imax Idris Elba Charlie Hunnam Charlie Day Ron Perlman Burn Gorman Action Science Fiction Adventure Guillermo del Toro,movie
52,52,Transformers: Dark of the Moon,moon spacecraft traitor bodyguard alien planet Shia LaBeouf John Malkovich Ken Jeong Frances McDormand Josh Duhamel Action Science Fiction Adventure Michael Bay,movie
53,53,Indiana Jones and the Kingdom of the Crystal Skull,saving the world riddle whip treasure mexico city Harrison Ford Cate Blanchett Shia LaBeouf Ray Winstone Karen Allen Adventure Action Steven Spielberg,movie
54,54,The Good Dinosaur,tyrannosaurus rex friends alternate history dinosaur fear Raymond Ochoa Jack Bright Jeffrey Wright Frances McDormand Maleah Nipay-Padilla Adventure Animation Family Peter Sohn,movie
55,55,Brave,scotland rebel bravery kingdom archer Kelly Macdonald Julie Walters Billy Connolly Emma Thompson Kevin McKidd Animation Adventure Comedy Family Action Brenda Chapman,movie
56,56,Star Trek Beyond,sequel stranded hatred space opera Chris Pine Zachary Quinto Karl Urban Simon Pegg Zoe Saldana Action Adventure Science Fiction Justin Lin,movie
57,57,WALL·E,romantic comedy Ben Burtt Elissa Knight Jeff Garlin Fred Willard John Ratzenberger Animation Family Andrew Stanton,movie
58,58,Rush Hour 3,ambassador Chris Tucker Jackie Chan Hiroyuki Sanada Max von Sydow Yvan Attal Action Comedy Crime Thriller Brett Ratner,movie
59,59,2012,civilization natural disaster end of the world disaster apocalypse John Cusack Amanda Peet Chiwetel Ejiofor Thandie Newton Oliver Platt Action Adventure Science Fiction Roland Emmerich,movie
60,60,A Christmas Carol,holiday based on novel victorian england money christmas eve Gary Oldman Jim Carrey Steve Valentine Daryl Sabara Sage Ryan Animation Drama Robert Zemeckis,movie
61,61,Jupiter Ascending,jupiter space woman director 3d interspecies romance Mila Kunis Channing Tatum Sean Bean Eddie Redmayne Douglas Booth Science Fiction Fantasy Action Adventure Lilly Wachowski,movie
62,62,The Legend of Tarzan,africa feral child tarzan jungle animal attack Alexander Skarsg\u00e5rd Margot Robbie Christoph Waltz Samuel L. Jackson Djimon Hounsou Action Adventure David Yates,movie
63,63,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",saving the world witch based on novel brother sister relationship self sacrifice William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson Adventure Family Fantasy Andrew Adamson,movie
64,64,X-Men: Apocalypse,mutant supernatural powers marvel comic superhero based on comic book James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac Science Fiction Bryan Singer,movie
65,65,The Dark Knight,dc comics crime fighter secret identity scarecrow sadism Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal Drama Action Crime Thriller Christopher Nolan,movie
66,66,Up,age difference central and south america balloon animation floating in the air Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo Animation Comedy Family Adventure Pete Docter,movie
67,67,Monsters vs Aliens,alien giant robot duringcreditsstinger Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland Animation Family Adventure Science Fiction Conrad Vernon,movie
68,68,Iron Man,middle east arms dealer malibu marvel comic superhero Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow Action Science Fiction Adventure Jon Favreau,movie
69,69,Hugo,library clock film director key toy Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone Adventure Drama Family Martin Scorsese,movie
70,70,Wild Wild West,steampunk based on tv series steam locomotive drag Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh Action Adventure Comedy Science Fiction Western Barry Sonnenfeld,movie
71,71,The Mummy: Tomb of the Dragon Emperor, Brendan Fraser Jet Li John Hannah Maria Bello Luke Ford Adventure Action Fantasy Rob Cohen,movie
72,72,Suicide Squad,dc comics shared universe anti hero secret mission villain Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto Action Adventure Crime Fantasy Science Fiction David Ayer,movie
73,73,Evan Almighty,father son relationship daily life married couple support father Steve Carell Lauren Graham John Goodman Jimmy Bennett John Michael Higgins Fantasy Comedy Family Tom Shadyac,movie
74,74,Edge of Tomorrow,deja vu time warp restart dystopia war Tom Cruise Emily Blunt Brendan Gleeson Bill Paxton Jonas Armstrong Action Science Fiction Doug Liman,movie
75,75,Waterworld,ocean tattoo mutant water dystopia Kevin Costner Chaim Girafi Rick Aviles R. D. Call Zitto Kazann Adventure Action Kevin Reynolds,movie
76,76,G.I. Joe: The Rise of Cobra,terrorist secret hostage technology warhead Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt Adventure Action Thriller Science Fiction Stephen Sommers,movie
77,77,Inside Out,dream cartoon imaginary friend animation family Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black Drama Comedy Animation Family Pete Docter,movie
78,78,The Jungle Book,based on novel snake wolf elephant tiger Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson Family Adventure Drama Fantasy Jon Favreau,movie
79,79,Iron Man 2,malibu marvel comic superhero based on comic book revenge Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke Adventure Action Science Fiction Jon Favreau,movie
80,80,Snow White and the Huntsman,queen magic fairy tale immortality forest Kristen Stewart Charlize Theron Chris Hemsworth Sam Claflin Ian McShane Adventure Fantasy Drama Rupert Sanders,movie
81,81,Maleficent,fairy tale villain sleeping beauty dark fantasy based on fairy tale Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple Fantasy Adventure Action Family Romance Robert Stromberg,movie
82,82,Dawn of the Planet of the Apes,leader colony post-apocalyptic dystopia forest Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell Science Fiction Action Drama Thriller Matt Reeves,movie
83,83,The Lovers, Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu Action Adventure Science Fiction Romance Roland Joff\u00e9,movie
84,84,47 Ronin,japan suicide samurai based on true story samurai sword Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka Drama Action Adventure Fantasy Carl Rinsch,movie
85,85,Captain America: The Winter Soldier,washington d.c. future shield marvel comic superhero Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan Action Adventure Science Fiction Anthony Russo,movie
86,86,Shrek Forever After,ogre 3d Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews Comedy Adventure Fantasy Animation Family Mike Mitchell,movie
87,87,Tomorrowland,inventor apocalypse destiny imax dreamer Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie Adventure Family Mystery Science Fiction Brad Bird,movie
88,88,Big Hero 6,brother brother relationship hero talent revenge best friend Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung Adventure Family Animation Action Comedy Chris Williams,movie
89,89,Wreck-It Ralph,support group product placement bullying racing arcade John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk Family Animation Comedy Adventure Rich Moore,movie
90,90,The Polar Express,santa claus nerd faith gift bell Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen Adventure Animation Family Fantasy Robert Zemeckis,movie
91,91,Independence Day: Resurgence,alternate history alien invasion Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward Action Adventure Science Fiction Roland Emmerich,movie
92,92,How to Train Your Dragon,flying blacksmith arena island night Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill Fantasy Adventure Animation Family Chris Sanders,movie
93,93,Terminator 3: Rise of the Machines,saving the world artificial intelligence man vs machine cyborg killer robot Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews Action Thriller Science Fiction Jonathan Mostow,movie
94,94,Guardians of the Galaxy,marvel comic spaceship space outer space orphan Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper Action Science Fiction Adventure James Gunn,movie
95,95,Interstellar,saving the world artificial intelligence father son relationship single parent nasa Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck Adventure Drama Science Fiction Christopher Nolan,movie
96,96,Inception,loss of lover dream kidnapping sleep subconsciousness Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe Action Thriller Science Fiction Mystery Adventure Christopher Nolan,movie
97,97,Shin Godzilla,monster godzilla giant monster destruction kaiju Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru Action Adventure Drama Horror Science Fiction Hideaki Anno,movie
98,98,The Hobbit: An Unexpected Journey,riddle elves dwarves orcs middle-earth (tolkien) Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett Adventure Fantasy Action Peter Jackson,movie
99,99,The Fast and the Furious,street gang car race undercover auto-tuning los angeles Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune Action Crime Thriller Rob Cohen,movie
100,100,The Curious Case of Benjamin Button,diary navy funeral tea travel Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning Fantasy Drama Thriller Mystery Romance David Fincher,movie
101,101,X-Men: First Class,cia mutant mine marvel comic superhero James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne Action Science Fiction Adventure Matthew Vaughn,movie
102,102,The Hunger Games: Mockingjay - Part 2,revolution strong woman dystopia game of death 3d Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks Action Adventure Science Fiction Francis Lawrence,movie
103,103,The Sorcerer's Apprentice,witch fire wolf fountain magic Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer Fantasy Adventure Action Comedy Drama Jon Turteltaub,movie
104,104,Poseidon,new year's eve fire drowning cataclysm loss of father Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy Rossum Adventure Action Drama Thriller Wolfgang Petersen,movie
105,105,Alice Through the Looking Glass,based on novel clock queen sequel alice in wonderland Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman Fantasy James Bobin,movie
106,106,Shrek the Third,ambush sadness stage liberation of prisoners island Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas Fantasy Adventure Animation Comedy Family Chris Miller,movie
107,107,Warcraft,video game elves orcs magic chase Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper Action Adventure Fantasy Duncan Jones,movie
108,108,Terminator Genisys,saving the world artificial intelligence cyborg killer robot future Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons Science Fiction Action Thriller Adventure Alan Taylor,movie
109,109,The Chronicles of Narnia: The Voyage of the Dawn Treader,based on novel magic good vs evil king narnia Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur Angel Adventure Family Fantasy Michael Apted,movie
110,110,Pearl Harbor,nurse patriotism hawaii world war ii pilot Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon Voight History Romance War Michael Bay,movie
111,111,Transformers,destroy transformation alien based on toy transformers Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese Gibson Adventure Science Fiction Action Michael Bay,movie
112,112,Alexander,aristotle egypt greece persia elephant Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers War History Action Adventure Drama Oliver Stone,movie
113,113,Harry Potter and the Order of the Phoenix,prophecy witch loss of lover magic cutting the cord Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes Adventure Fantasy Family Mystery David Yates,movie
114,114,Harry Potter and the Goblet of Fire,magic dying and death broom sorcerer's apprentice school of witchcraft Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon Adventure Fantasy Family Mike Newell,movie
115,115,Hancock,flying alcohol love of one's life forbidden love lovers Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan Fantasy Action Peter Berg,movie
116,116,I Am Legend,saving the world lost civilisation post-apocalyptic dystopia matter of life and death Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith Drama Horror Action Thriller Science Fiction Francis Lawrence,movie
117,117,Charlie and the Chocolate Factory,london england father son relationship chocolate factory worker based on novel Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter Adventure Comedy Family Fantasy Tim Burton,movie
118,118,Ratatouille,paris brother brother relationship expensive restaurant river cook Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn Animation Comedy Family Fantasy Jan Pinkava,movie
119,119,Batman Begins,himalaya martial arts dc comics crime fighter secret identity Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman Action Crime Drama Christopher Nolan,movie
120,120,Madagascar: Escape 2 Africa,africa jealousy dance hunger lion Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the Entertainer Family Animation Eric Darnell,movie
121,121,Night at the Museum: Battle of the Smithsonian,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin Williams Adventure Fantasy Action Comedy Family Shawn Levy,movie
122,122,X-Men Origins: Wolverine,corruption mutant boxer army marvel comic Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan Reynolds Adventure Action Thriller Science Fiction Gavin Hood,movie
123,123,The Matrix Revolutions,saving the world artificial intelligence man vs machine flying philosophy Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice Adventure Action Thriller Science Fiction Lilly Wachowski,movie
124,124,Frozen,queen musical princess betrayal snowman Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana Animation Adventure Family Chris Buck,movie
125,125,The Matrix Reloaded,saving the world artificial intelligence man vs machine martial arts kung fu Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis Adventure Action Thriller Science Fiction Lilly Wachowski,movie
126,126,Thor: The Dark World,marvel comic superhero based on comic book hostile takeover norse mythology Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston Action Adventure Fantasy Alan Taylor,movie
127,127,Mad Max: Fury Road,future chase post-apocalyptic dystopia australia Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman Action Adventure Science Fiction Thriller George Miller,movie
128,128,Angels & Demons,rome vatican based on novel symbolism christian Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\u00e5rd Pierfrancesco Favino Thriller Mystery Ron Howard,movie
129,129,Thor,new mexico banishment shield marvel comic hammer Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan Skarsg\u00e5rd Adventure Fantasy Action Kenneth Branagh,movie
130,130,Bolt,hamster kids and family animal cat vs dog duringcreditsstinger John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell Animation Family Adventure Comedy Chris Williams,movie
131,131,G-Force,dyr duringcreditsstinger Sam Rockwell Pen\u00e9lope Cruz Tracy Morgan Jon Favreau Steve Buscemi Fantasy Action Adventure Family Comedy Hoyt Yeatman,movie
132,132,Wrath of the Titans,underworld hades mythology greek mythology zeus Sam Worthington Liam Neeson Ralph Fiennes Edgar Ram\u00edrez Toby Kebbell Adventure Jonathan Liebesman,movie
133,133,Dark Shadows,witch imprisonment vampire curse fish out of water Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller Comedy Fantasy Tim Burton,movie
134,134,Mission: Impossible - Rogue Nation,london england spy austria villain sequel Tom Cruise Rebecca Ferguson Simon Pegg Jeremy Renner Ving Rhames Action Adventure Thriller Christopher McQuarrie,movie
135,135,The Wolfman,father son relationship victorian england remake rural setting werewolf Benicio del Toro Anthony Hopkins Emily Blunt Hugo Weaving Cristina Contes Drama Horror Thriller Joe Johnston,movie
136,136,Bee Movie,factory worker tennis flower florist flower shop Jerry Seinfeld Ren\u00e9e Zellweger Jim Cummings Matthew Broderick Patrick Warburton Family Animation Adventure Comedy Steve Hickner,movie
137,137,Kung Fu Panda 2,martial arts hope fleet panda mission Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan Animation Family Jennifer Yuh Nelson,movie
138,138,The Last Airbender,fire ice war ship prince kingdom Noah Ringer Nicola Peltz Jackson Rathbone Dev Patel Shaun Toub Action Adventure Family Fantasy M. Night Shyamalan,movie
139,139,Mission: Impossible III,berlin cia vatican white house secret identity Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers Adventure Action Thriller J.J. Abrams,movie
140,140,White House Down,usa president conspiracy secret service the white house Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins Action Drama Thriller Roland Emmerich,movie
141,141,Mars Needs Moms,boy alien rescue martian alien abduction Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois Adventure Animation Family Simon Wells,movie
142,142,Flushed Away,london england underworld return ship frog Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy Adventure Animation Comedy Family David Bowers,movie
143,143,Pan,flying magic fairy tale peter pan mermaid Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried Adventure Family Fantasy Joe Wright,movie
144,144,Mr. Peabody & Sherman,father son relationship egypt intelligence adoption time travel Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper Animation Adventure Family Rob Minkoff,movie
145,145,Troy,brother brother relationship adultery mythology beauty trojan war Brad Pitt Orlando Bloom Eric Bana Brian Cox Sean Bean Adventure Drama War Wolfgang Petersen,movie
146,146,Madagascar 3: Europe's Most Wanted,madagascar 3d Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock Animation Family Conrad Vernon,movie
147,147,Die Another Day,laser british secret service secret service agent space based weapon Pierce Brosnan Halle Berry Rosamund Pike Rick Yune Toby Stephens Adventure Action Thriller Lee Tamahori,movie
148,148,Ghostbusters,female friendship ghost hunting reboot ghost Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth Action Fantasy Comedy Paul Feig,movie
149,149,Armageddon,saving the world paris moon cataclysm asteroid Bruce Willis Billy Bob Thornton Ben Affleck Liv Tyler Will Patton Action Thriller Science Fiction Adventure Michael Bay,movie
